"case_type","case_number","status","incident_date","incident_time","incident_type","incident_location_type","incident_location","incident_city","incident_state","incident_zip","incident_county","LEA","child_id","child_race","child_gender","child_perceived_age","offender_gender","offender_race","offender_age","offender_perceived_age","vehicle_style","vehicle_color","offender_method","offender_method_detail","offender_statement","how_got_away","how_got_away_detail","child_amount","offender_amount"
"Attempted Abduction",1204212,"Closed","2012-10-01","00:00","Suspicious Incident","Street","Lake Av & Myrtle Av","Sycamore","OH",45236,"Hamilton","Hamilton Co (OH) SO","473838/473839","Unknown/Unknown","Female/Female","10/11","Male","White","18",NA,"Sport Utility",NA,"other","None",NA,"Ran Away",NA,2,1
"Attempted Abduction",1206365,"Closed","2012-11-09","16:04","Attempted Abduction","Street","11900 Barkman St","St. Louis","MO",63146,"St. Louis","St. Louis Co (MO) PD","476185/476186","Unknown/Unknown","Male/Male","10/10","Male","White",NA,"Unknown","Sport Utility","Gray","other","None",NA,"Ran Away",NA,2,1
"Attempted Abduction",1214226,"Closed","2013-04-10","00:00","Attempted Abduction","Home - Residence","San Souci Dr & Sunrise Cir","South Hadley","MA",1075,"Hampshire","South Hadley (MA) PD","485068/485070","Unknown/Unknown","Female/Female","Unknown/Unknown","Male","White",NA,"Unknown","Sport Utility","Black","other","None",NA,"Ran Away",NA,2,1
"Attempted Abduction",1246332,"Closed","2015-03-24","00:00","Attempted Abduction","Street","Eastern Ave","Manchester","NH",3104,"Hillsborough","Manchester (NH) PD","529880/529881","Unknown/Unknown","Female/Female","14/Unknown","Male","White",NA,"Unknown","Sport Utility","Blue","ride/other","Questions",NA,"Ran Away",NA,2,1
"Attempted Abduction",1250946,"Closed","2015-07-06","14:00","Attempted Abduction","Street","Dr. Bottero Rd & Taunton Ave","Dennis","MA",2638,"Barnstable","Dennis (MA) PD","537488/537492","Unknown/Unknown","Male/Male","9/Unknown","Male","White",NA,"40-49","Sport Utility",NA,"candy",NA,NA,"Ran Away",NA,2,1
"Attempted Abduction",1021238,"Closed","2005-08-16","19:30","Abduct & Release","Street","Cleveland Dr & Union Rd","Cheektowaga","NY",14225,"Erie","Cheektowga (NY) PD","269413","White","Female","11","Male","White","29",NA,"Sport Utility","Tan","animal",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1081552,"Closed","2007-10-09","15:49","Attempted Abduction","Street","Henry St & Shelbourne Dr","Normal","IL",61761,"McClean","Norman (IL) PD","336811","White","Male","10","Male","White",NA,"25-35","Sport Utility",NA,"animal",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1082165,"Closed","2007-07-11","16:00","Attempted Abduction","Unknown","Unknown address","Northfield","MN",55057,"Rice","Northfield (MN) PD","337456","Unknown","Female","11","Male","White","26",NA,"Sport Utility",NA,"money",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1082166,"Closed","2007-07-11","17:00","Attempted Abduction","Unknown","Unknown address","Northfield","MN",55057,"Rice","Norhtfield (MN) PD","337457","Unknown","Female","10","Male","White","26",NA,"Sport Utility",NA,"money/ride/other","Help",NA,"Ran Away",NA,1,1
"Attempted Abduction",1082167,"Closed","2007-07-11","18:00","Attempted Abduction","Unknown","Unknown address","Cannon Falls","MN",55009,"Goodhue","Cannon Falls (MN) PD","337458","Unknown","Female","11","Male","White","26",NA,"Sport Utility",NA,"money/ride/other","Help",NA,"Ran Away",NA,1,1
"Attempted Abduction",1082168,"Closed","2007-07-11","18:30","Attempted Abduction","Street","Unknown address","Lakeville","MN",55044,"Dakota","Dakota Co (MN) SO","337459","Unknown","Female","12","Male","White","26",NA,"Sport Utility",NA,"money/ride/other","Help",NA,"Ran Away",NA,1,1
"Attempted Abduction",1083448,"Closed","2007-11-01","00:00","Attempted Abduction","School - Facility","Unknown address","Jackpot","NV",89825,"Elko","Elko Co (NV) SO","338943","Unknown","Female","9","Male","White","36",NA,"Sport Utility","Green","other","Party",NA,"Ran Away",NA,1,1
"Attempted Abduction",1088325,"Closed","2008-01-30","04:15","Attempted Abduction","Street","2nd St NW & Beech Ln NW","New Philadelphia","OH",44663,"Tuscarawas","New Philadelphia (OH) PD","344739","White","Female","8","Male","White",NA,"50-69","Sport Utility","Red","ride/other","Parent sent",NA,"Ran Away",NA,1,1
"Attempted Abduction",1088329,"Closed","2008-01-13","16:04","Attempted Abduction","Street","Ithaca St & Erie Pl","Hayward","CA",94544,"Alameda","Hayward (CA) PD","344744","Hispanic","Female","8","Male","White",NA,"20-30","Sport Utility",NA,"other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1089946,"Closed","2008-02-20","09:00","Sexual Assault","Street","3200 E Amarillo Blvd","Amarillo","TX",79107,"Randall","Amarillo (TX) PD","346696","Unknown","Male","13","Male","White","46",NA,"Sport Utility","Silver","ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1091146,"Closed","2008-03-11","21:00","Attempted Abduction","Street","Cumberland & Covington","Brighton","MI",48114,"Livingston","Livingston Co (MI) SD","348044","White","Male","15","Male","White",NA,"18","Sport Utility","Dark","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1092325,"Closed","2008-02-28","08:05","Attempted Abduction","School - Bus Stop","Water Fountain Wy & Rapid Water Wy","Glen Burnie","MD",21060,"Anne Arundel","Anne Arundel Co (MD) PD","349401","Unknown","Female","10","Male","White",NA,"30-35","Sport Utility","Blue","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1094434,"Closed","2008-04-23","15:00","Attempted Abduction","School - Bus Stop","Western Ave & Ardsley Rd","Albany","NY",12203,"Albany","Guilderland (NY) PD","351838","Unknown","Female","16","Male","White",NA,"35-45","Sport Utility","Maroon","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1095736,"Closed","2008-05-12","18:30","Suspicious Incident","Restaurant","1110 Beaver Creek Commons Dr - Chic-fil-A","Apex","NC",27523,"Wake","Apex (NC) PD","353238","White","Male","6","Male","White",NA,"35-40","Sport Utility","Brown","candy",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1101375,"Closed","2007-07-11","17:20","Attempted Abduction","Parking Lot/Garage","31168 County 24 Blvd","Cannon Falls","MN",55009,"Goodhue","Cannon Falls (MN) PD","359524","Unknown","Female","10","Male","White","26",NA,"Sport Utility","Dark","other","Question",NA,"Ran Away",NA,1,1
"Attempted Abduction",1101382,"Closed","2007-07-11","16:00","Attempted Abduction","Street","Unknown address","Northfield","MN",55057,"Rice","Northfield (MN) PD","359529","Unknown","Female","11","Male","White","26",NA,"Sport Utility","Dark","money",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1101386,"Closed","2007-07-11","18:30","Attempted Abduction","Outdoor - Open Area","Unknown address - County View Tr","Lakeville","MN",55044,"Dakota","Lakeville (MN) PD","359531","Unknown","Female","12","Male","White","26",NA,"Sport Utility","Dark","money",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1102416,"Closed","2008-07-29","21:15","Attempted Abduction","Playgrnd","Unknown address","Somerville","MA",2143,"Middlesex","Somerville (MA) PD","360728","Unknown","Female","6","Male","White",NA,"Unknown","Sport Utility","Black","candy",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1105815,"Closed","2008-09-16","19:20","Attempted Abduction","Street","Old Medina Rd & Henderson Rd","Jackson","TN",38305,"Madison","Madison Co (TN) SO","364456","Unknown","Male","11","Male","White",NA,"Unknown","Sport Utility","Red","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1111050,"Closed","2008-10-20","00:00","Exposure","Retail - Other","220 Oklahoma 97 - Walmart","Sand Springs","OK",74063,"Tulsa","Sand Springs (OK) PD","370192","Unknown","Female","12","Male","White",NA,"30-40","Sport Utility","Red","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1112456,"Closed","2008-12-18","18:00","Attempted Abduction","Other","2600 Middlefield Rd - Karate Studio","Palo Alto","CA",94306,"Santa Clara","Palo Alto (CA) PD","371759","Unknown","Male","11","Female","White",NA,"Unknown","Sport Utility","Dark","other","Parent sent",NA,"Ran Away",NA,1,1
"Attempted Abduction",1116952,"Closed","2009-02-22","12:45","Attempted Abduction","Home - Residence","33 Downing St","Ladera Ranch","CA",92694,"Orange","Orange Co (CA) SD","376785","Unknown","Male","10","Male","White",NA,"30","Sport Utility","White","other","Unknown",NA,"Ran Away",NA,1,1
"Attempted Abduction",1118543,"Closed","2009-03-06","00:00","Attempted Abduction","Street","River St & Fairmount St","Woonsocket","RI",2895,"Providence","Woonsocket (RI) PD","378529","Unknown","Female","9","Male","White",NA,"30-40","Sport Utility","Red","ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1118634,"Closed","2009-03-12","21:40","Attempted Abduction","Street","Walnut St & S 5th St","Darby","PA",19023,"Delaware","Darby (PA) PD","378635","Unknown","Female","14","Male","White",NA,"35-39","Sport Utility","Blue, Light","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1118963,"Closed","2009-03-23","18:10","Attempted Abduction","Street","Park St & Franklin St","Newton","MA",2458,"Middlesex","Newton (MA) PD","378981","Unknown","Male","12","Male","White",NA,"50","Sport Utility",NA,"ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1121044,"Closed","2009-04-20","00:00","Attempted Abduction","Street","Jessamine Rd","Marion","SC",29571,"Marion","Marion Co (SC) SO","381285","Unknown","Female","12","Male","White",NA,"40-50","Sport Utility","White","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1121845,"Closed","2009-04-29","08:05","Attempted Abduction","Street","Hamline Ave & Garden Ave","Falcon Heights","MN",55113,"Ramsey","Roseville (MN) PD","382212","White","Female","11","Male","White",NA,"25-40","Sport Utility","Red","ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1126126,"Closed","2009-04-13","00:00","Attempted Abduction","Street","Southern Blvd & Leighton Ave","Boardman","OH",44512,"Mahoning","Mahoning Co (OH) SO","387051","Unknown","Female","14","Male","White","52",NA,"Sport Utility","Tan","ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1126772,"Closed","2009-06-30","14:16","Suspicious Incident","Street","Unknown address","Hudson","NH",3051,"Hillsborough","Hudson (NH) PD","387753","Unknown","Male","Unknown","Male","White","63",NA,"Sport Utility","Red","money",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1130044,"Closed","2009-08-23","11:00","Attempted Abduction","Street","2100 SE Olson Dr","Waukee","IA",50263,"Dallas","Waukee (IA) PD","391438","Unknown","Female","7","Male","White",NA,"20-25","Sport Utility","Gold","animal",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1131693,"Closed","2009-09-21","15:40","Attempted Abduction","Street","Windsor Pkwy","Johnston","IA",50131,"Polk","Johnston (IA) PD","393279","Unknown","Male","8","Male","White",NA,"20-25","Sport Utility","Blue, Dark","candy/ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1139978,"Closed","2010-01-22","15:08","Attempted Abduction","Street","Eisenhower Blvd & Jaguar Blvd","Lehigh Acres","FL",33974,"Lee","Lee Co (FL) SO","402556","Unknown","Female","Unknown","Male","White",NA,"27-35","Sport Utility","Champagne","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1140767,"Closed","2010-01-29","15:28","Suspicious Incident","Street","Lafayette Ave & Main St","Chatham","NJ",7928,"Morris","Chatham (NJ) PD","403437","Unknown","Female","12","Male","White",NA,"Unknown","Sport Utility","Black","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1144698,"Closed","2010-04-06","16:00","Attempted Abduction","School - Bus Stop","N Primrose Ln & Stevenson Dr","Manchester","PA",17404,"York","Northern York Co(PA)RPD","407884","White","Female","9","Male","White",NA,"40-49","Sport Utility","Black","ride/other","Parent sent",NA,"Ran Away",NA,1,1
"Attempted Abduction",1146016,"Closed","2010-03-20","19:30","Exposure","Street","1175 Idylberry Rd - Dixie ES","San Rafael","CA",94903,"Marin","Marin Co (CA) SO","409344","Unknown","Female","10","Male","White","30",NA,"Sport Utility","White","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1147854,"Closed","2010-05-13","15:15","Attempted Abduction","Street","Scheivert Ave & Concord Rd","Village Green-Green Ridge","PA",19014,"Delaware","Aston (PA) PD","411438","Unknown","Female","Unknown","Male","White",NA,"55-65","Sport Utility","Black","candy",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1148005,"Closed","2010-05-23","00:00","Attempted Abduction","Street","Campbell Ave","Schenectady","NY",12306,"Schenectady","Schenectady (NY) PD","411600","Biracial","Female","11","Male","White",NA,"30-35","Sport Utility","Green","candy",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1153116,"Closed","2010-07-21","08:45","Attempted Abduction","Street","James St","Johnstown","PA",15902,"Cambria","Johnstown (PA) PD","417214","Biracial","Female","9","Male","White",NA,"Unknown","Sport Utility","Green","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1155073,"Closed","2010-08-22","16:00","Attempted Abduction","Street","3400 15th Ave S","Minneapolis","MN",55407,"Hennepin","Minneapolis (MN) PD","419422","Unknown","Female","10","Male","White",NA,"30-39","Sport Utility","Gold","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1158749,"Closed","2010-10-11","17:00","Attempted Abduction","Street","Cheyenne Rd & Buffalo Trail","Indio","CA",92201,"Riverside","Indio (CA) PD","423593","Unknown","Female","15","Male","White",NA,"50-60","Sport Utility","Gray","other","Unknown",NA,"Ran Away",NA,1,1
"Attempted Abduction",1167503,"Closed","2011-03-06","17:13","Attempted Abduction","Home - Residence","N Helena St & E Crown Ave","Spokane","WA",99207,"Spokane","Spokane (WA) PD","433348","White","Female","9","Male","White",NA,"25-29","Sport Utility","Maroon","candy",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1168548,"Closed","2011-03-18","00:00","Attempted Abduction","Street","1200 W 3800 S","West Valley City","UT",84119,"Salt Lake","West Valley City (UT) PD","434514","Unknown","Male","12","Male","White",NA,"40-45","Sport Utility","Blue, Dark","other","Gift",NA,"Ran Away",NA,1,1
"Attempted Abduction",1170912,"Closed","2011-04-10","00:00","Attempted Abduction","Street","Duff Rd & Bixwood Dr","Sewickley","PA",15143,"Allegheny","Ohio Twp (PA) PD","437154","Unknown","Female","Unknown","Male","White",NA,"Unknown","Sport Utility","White","ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1172857,"Closed","2011-05-16","19:45","Attempted Abduction","Street","S 8th Ave & Benner St","Highland Park","NJ",8904,"Middlesex","Highland Park (NJ) PD","439253","Unknown","Female","12","Male","White",NA,"32-38","Sport Utility","Black","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1181957,"Closed","2011-10-18","07:09","Attempted Abduction","Street","100 E Main St","Dane","WI",53529,"Dane","Dane Co (WI) SO","449464","Unknown","Female","15","Male","White",NA,"40","Sport Utility","Black","other","Convince Child",NA,"Ran Away",NA,1,1
"Attempted Abduction",1193311,"Closed","2012-04-14","20:00","Attempted Abduction","Home - Residence","Jane Chapman Dr W","Wrightstown","PA",18940,"Bucks","Newtown Twp (PA) PD","461880","Unknown","Male","9","Male","White",NA,"30-39","Sport Utility","Dark","candy",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1212347,"Closed","2013-03-06","00:00","Suspicious Incident","School - Bus Stop","Maiden Ln & Long Pond Rd","Greece","NY",14615,"Monroe","Greece (NY) PD","482891","Unknown","Male","Unknown","Male","White",NA,"Unknown","Sport Utility","Red","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1227672,"Closed","2014-01-16","07:00","Attempted Abduction","Street","12300 Huron St","Westminster","CO",80234,"Adams","Westminster (CO) PD","502232","Unknown","Female","11","Male","White",NA,"40","Sport Utility",NA,"other","Unknown",NA,"Ran Away",NA,1,1
"Attempted Abduction",1231638,"Closed","2014-04-04","00:00","Suspicious Incident","Street","Creek Club Dr","Milton","GA",30004,"Fulton","Milton (GA) PD","508138","Unknown","Male","Unknown","Female","White",NA,"Unknown","Sport Utility","Gray","other","Offer to take child to school",NA,"Ran Away",NA,1,1
"Attempted Abduction",1244111,"Closed","2015-01-16","15:00","Attempted Abduction","School - Facility","University Dr & Ordean Ct","Duluth","MN",55812,"Saint Louis","University of Minnesota Duluth (MN) PD","526470","Unknown","Female","Unknown","Male","White",NA,"40","Sport Utility","Black","other","Unknown",NA,"Ran Away",NA,1,1
"Attempted Abduction",1273759,"Closed","2016-07-21","19:20","Suspicious Incident","Street","Armetale Luster","Webster","NY",14580,"Monroe","Monroe County (NY) SO","570338","Unknown","Male","12","Male","White","20",NA,"Sport Utility","White","candy/other","Questions",NA,"Ran Away",NA,1,1
"Attempted Abduction",1273761,"Closed","2016-07-21","19:20","Suspicious Incident","Street","Armetale Luster","Webster","NY",14580,"Monroe","Monroe County (NY) SO","570340","Unknown","Unknown","14","Male","White","20",NA,"Sport Utility","White","candy/other","Questions",NA,"Ran Away",NA,1,1
"Attempted Abduction",1277009,"Closed","2016-09-17","13:00","Attempted Abduction","Home - Residence","1200 Washington Rd","Mt. Lebanon","PA",15228,"Allegheny","Mt. Lebanon (PA) PD","574816","Unknown","Female","8","Male","White",NA,"54-59","Sport Utility","White","other","Gift; Question",NA,"Ran Away",NA,1,1
"Attempted Abduction",1277023,"Closed","2016-09-17","16:30","Attempted Abduction","Street","River Hills Dr & Clark St","Burnsville","MN",55337,"Dakota","Burnsville (MN) PD","574835","Unknown","Male","11","Male","White",NA,"60","Sport Utility","Silver","other","Questions",NA,"Ran Away",NA,1,1
"Attempted Abduction",1278955,"Closed","2016-10-10","12:00","Attempted Abduction","Playgrnd","901 Forest Rd","La Grange Park","IL",60526,"Cook","La Grange Park (IL) PD","577337","Unknown","Female","10","Male","White",NA,"Unknown","Sport Utility","Blue","ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1290135,"Closed","2017-02-28","07:30","Attempted Abduction","Street","Baxter Ln & Apple Jack Ln","Milford","CT",6460,"New Haven","Milford (CT) PD","591939","Unknown","Female","11","Male","White",NA,"25-30","Sport Utility","White","other","Impersonation; Questions",NA,"Ran Away",NA,1,1
"Attempted Abduction",1292481,"Closed","2017-03-27","00:00","Attempted Abduction","Home - Residence","Unknown","Engadine","MI",49827,"Mackinac","Mackinac County (MI) SO","595091","Unknown","Male","12","Male","White",NA,"45-60","Sport Utility","Dark","animal/other","Assistance/Help",NA,"Ran Away",NA,1,1
"Attempted Abduction",1296005,"Closed","2015-04-21","16:30","Exposure","Street","Terrace Dr & Cranberry Ln","Brandon","FL",33510,"Hillsborough","Hillsborough County (FL) SO","599708","Unknown","Female","12","Male","White","23",NA,"Sport Utility","Blue","other","Questions/Compliment",NA,"Ran Away",NA,1,1
"Attempted Abduction",1299910,"Closed","2017-06-14","15:15","Attempted Abduction","Home-Other","6280 SW Key Deer Ln","Palm City","FL",34990,"Martin","Martin County (FL) SO","604808","Unknown","Male","7","Male","White",NA,"40-60","Sport Utility","Red","ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1311506,"Closed","2017-10-19","16:30","Attempted Abduction","Street","Woodland Ave & Maplenol Dr","West Des Moines","IA",50266,"Polk","West Des Moines (IA) PD","620212","Unknown","Male","Unknown","Male","White",NA,NA,"Sport Utility","Silver","other","Questions",NA,"Ran Away",NA,1,1
"Attempted Abduction",1315253,"Closed","2017-12-04","14:15","Attempted Abduction","School - Facility","5200 N Oak Park Ave","Chicago","IL",60656,"Cook","Chicago (IL) PD","624885","Unknown","Female","Unknown","Male","White",NA,"20-30","Sport Utility",NA,"other","Directive/Command",NA,"Ran Away",NA,1,1
"Attempted Abduction",1145994,"Closed","2010-04-14","07:30","Attempted Abduction","School - Bus Stop","SW Towle Ave & SW 23rd Ct","Gresham","OR",97080,"Multnomah","Gresham (OR) PD","409316/409317/409318/409319","Unknown/Unknown/Unknown/Unknown","Female/Male/Male/Male","10/8/8/Unknown","Male","Unknown",NA,"Unknown","Sport Utility","Silver","ride",NA,NA,"Ran Away",NA,4,1
"Attempted Abduction",1084245,"Closed","2007-11-18","16:18","Attempted Abduction","Religious Facility","703 C St - Our Lady of the Rosary Church","Union City","CA",94587,"Alameda","Union City (CA) PD","339918/339921/339923","Unknown/Unknown/Unknown","Female/Female/Female","5/7/10","Male","Unknown",NA,"20-39","Sport Utility","Blue","other","None",NA,"Ran Away",NA,3,1
"Attempted Abduction",1143679,"Closed","2010-03-04","00:00","Attempted Abduction","School - Bus Stop","Unknown address","Mason","NV",89447,"Lyon","Lyon Co (NV) SO","406752/406753/406754","White/White/White","Unknown/Unknown/Unknown","9/7/6","Male","Unknown",NA,"20-30","Sport Utility","Black","other","Question",NA,"Ran Away",NA,3,1
"Attempted Abduction",1282145,"Closed","2016-11-17","00:00","Suspicious Incident","Park","150 E Center","Spring City","UT",84662,"Sanpete","Spring City (UT) PD","581536/581541/581542","Unknown/Unknown/Unknown","Female/Female/Female","Unknown/Unknown/Unknown","Male","Unknown",NA,"Unknown","Sport Utility","Red","other","None",NA,"Ran Away",NA,3,1
"Attempted Abduction",1119078,"Closed","2009-03-18","18:15","Attempted Abduction","Street","Parkwood Dr & Franklin St","South Kensington","MD",20814,"Montgomery","Montgomery Co (MD) PD","379110/379111","Unknown/Unknown","Female/Female","Unknown/Unknown","Male","Unknown",NA,"Unknown","Sport Utility","Red","other","None",NA,"Ran Away",NA,2,1
"Attempted Abduction",1120211,"Closed","2009-03-29","19:20","Suspicious Incident","Street","Carmine St & John St","Chatham","NJ",7928,"Morris","Chatham (NJ) PD","380359/380373","Unknown/Unknown","Unknown/Unknown","10/12","Male","Unknown",NA,"55-70","Sport Utility","Blue","other","None",NA,"Ran Away",NA,2,1
"Attempted Abduction",1167677,"Closed","2011-02-25","21:55","Suspicious Incident","Street","Square Rd & Hanna Rd","Franklin","VT",5457,"Franklin","VT State Police","433542/433543","Unknown/Unknown","Female/Female","11/15","Male","Unknown",NA,"Unknown","Sport Utility","Gold","ride",NA,NA,"Ran Away",NA,2,1
"Attempted Abduction",1249233,"Closed","2015-05-26","20:30","Attempted Abduction","School - Facility","308 Poland Ave","Altoona","PA",16601,"Blair","Logan Township (PA) PD","534694/534695","Unknown/Unknown","Male/Male","10/6","Male","Unknown",NA,"Unknown","Sport Utility",NA,"candy",NA,NA,"Ran Away",NA,2,1
"Attempted Abduction",1308233,"Closed","2017-09-12","15:15","Attempted Abduction","Street","400 Tomlinson Rd","Philadelphia","PA",19116,"Philadelphia","Philadelphia (PA) PD","616045/616048","Unknown/Unknown","Unknown/Unknown","Unknown/Unknown","Male","Unknown","35",NA,"Sport Utility","Black","money",NA,NA,"Ran Away",NA,2,1
"Attempted Abduction",1029924,"Closed","2005-10-18","07:05","Attempted Abduction","Street","W 43rd Av & Navajo St","Denver","CO",80211,"Adams","Denver (CO) PD","280606","Unknown","Female","12","Male","Unknown",NA,"40-49","Sport Utility","Blue","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1081037,"Closed","2007-10-04","14:35","Attempted Abduction","School - Facility","25 Olcott Av","Bernardsville","NJ",7924,"Somerset","Bernardsville (NJ) PD","336258","Unknown","Female","16","Male","Unknown",NA,"37","Sport Utility","Black","other","Game",NA,"Ran Away",NA,1,1
"Attempted Abduction",1090542,"Closed","2008-02-26","08:20","Attempted Abduction","Street","4600 N Beacon St","Chicago","IL",60640,"Cook","Chicago (IL) PD","347357","Unknown","Male","8","Male","Unknown",NA,"Unknown","Sport Utility","Black","ride",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1095941,"Closed","2008-05-06","16:00","Attempted Abduction","Street","W Tufts Ave & S Lowell Blvd","Englewood","CO",80110,"Arapahoe","Englewood (CO) PD","353473","Unknown","Female","10","Male","Unknown",NA,"Unknown","Sport Utility","Blue","other","Unknown",NA,"Ran Away",NA,1,1
"Attempted Abduction",1109311,"Closed","2008-10-27","00:00","Attempted Abduction","Street","Michelle Rd & Oak St","Colo","IA",50056,"Story","Story Co (IA) SD","368286","Unknown","Female","Unknown","Male","Unknown",NA,"Unknown","Sport Utility","Silver","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1109580,"Closed","2008-11-02","14:00","Attempted Abduction","Street","Golden Ridge Rd & N Rd","Sherman","ME",4776,"Aroostook","Aroostook Co (ME) SD","368583","Unknown","Female","9","Male","Unknown",NA,"Unknown","Sport Utility","Multicolored","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1113881,"Closed","2009-01-13","10:00","Attempted Abduction","Street","Bryden Rd & Fairwood Ave","Columbus","OH",43205,"Franklin","Columbus (OH) PD","373304","Unknown","Female","Unknown","Male","Unknown",NA,"Unknown","Sport Utility","Black","other","Unknown",NA,"Ran Away",NA,1,1
"Attempted Abduction",1115994,"Closed","2009-02-09","15:53","Attempted Abduction","Street","Milwaukee St","Miles City","MT",59301,"Custer","Miles City (MT) PD","375689","Unknown","Male","10","Male","Unknown",NA,"20-29","Sport Utility","Tan","other","Brownie",NA,"Ran Away",NA,1,1
"Attempted Abduction",1116744,"Closed","2009-02-20","14:50","Attempted Abduction","School - Bus Stop","Hipsley Mill Rd","Woodbine","MD",21797,"Howard","Howard Co (MD) PD","376573","Unknown","Male","11","Male","Unknown",NA,"Unknown","Sport Utility","Maroon","animal",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1140058,"Closed","2010-01-15","15:24","Suspicious Incident","School - Bus Stop","Bergamont Blvd","Oregon","WI",53575,"Dane","Oregon (WI) PD","402637","Black","Female","9","Male","Unknown",NA,"Unknown","Sport Utility","Silver","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1143840,"Closed","2010-03-21","15:00","Attempted Abduction","Home - Residence","Summer Park Dr","Stafford","TX",77477,"Fort Bend","Fort Bend Co (TX) SO","406938","White","Female","6","Male","Unknown",NA,"34-44","Sport Utility","Blue","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1155506,"Closed","2010-08-24","16:00","Suspicious Incident","Street","25600 Jeronimo Rd","Mission Viejo","CA",92691,"Orange","Orange Co (CA) SD","419912","Unknown","Female","Unknown","Male","Unknown",NA,"Unknown","Sport Utility","Silver","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1156796,"Closed","2006-01-20","07:00","Suspicious Incident","Street","E 131st St & Lantern Rd","Fishers","IN",46038,"Hamilton","Fishers (IN) PD","421367","Unknown","Female","12","Unknown","Unknown",NA,"Unknown","Sport Utility","Green, Dark","other","None",NA,"Ran Away",NA,1,1
"Attempted Abduction",1160076,"Closed","2010-06-29","13:05","Exposure","Street","Old Route 940 & Firehouse Rd","Pocono Pines","PA",18350,"Monroe","Pocono Mtn (PA) RPD","425061","Unknown","Female","15","Male","Unknown",NA,"Unknown","Sport Utility","Maroon","other","Unknown",NA,"Ran Away",NA,1,1
"Attempted Abduction",1170858,"Closed","2011-04-07","00:00","Attempted Abduction","Street","Chartiers Ave & Linden Ave","McKees Rocks","PA",15136,"Allegheny","McKees Rocks (PA) PD","437089","Unknown","Female","12","Male","Unknown",NA,"Unknown","Sport Utility","Black","other","Unknown",NA,"Ran Away",NA,1,1
"Attempted Abduction",1191329,"Closed","2012-03-21","17:00","Suspicious Incident","Street","WA 231 & Cemetery-Springdale Rd","Springdale","WA",99173,"Stevens","Stevens Co (WA) SO","459763","Unknown","Female","10","Male","Unknown",NA,"18-27","Sport Utility","Green","candy",NA,NA,"Ran Away",NA,1,1
"Attempted Abduction",1207469,"Closed","2012-11-28","00:00","Suspicious Incident","Street","Republic Av & Ohio St","Racine","WI",53405,"Racine","Racine (WI) PD","477399","Unknown","Male","12","Male","Unknown",NA,"27-35","Sport Utility","Gold","other","None",NA,"Ran Away",NA,1,1
