"incident_zip","case_type","case_number","status","incident_date","incident_time","incident_type","incident_location_type","incident_location","incident_city","incident_state","incident_county","LEA","child_id","child_race","child_gender","child_perceived_age","offender_gender","offender_race","offender_age","offender_perceived_age","vehicle_style","vehicle_color","offender_method","offender_method_detail","offender_statement","how_got_away","how_got_away_detail","child_amount","offender_amount","Latitude","Longitude"
60605,"Attempted Abduction",1220843,"Closed","2013-08-06","00:00","Attempted Abduction","Street","Unknown","Chicago","IL","Cook","Chicago (IL) PD","492731","Black","Female","12","Male","Black","52",NA,"Sport Utility",NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,41.8713,-87.6277
60605,"Attempted Abduction",1081139,"Closed","2007-01-22","08:20","Attempted Abduction","Street","600 S Wabash Ave","Chicago","IL","Cook","Chicago (IL) PD","336375","Unknown","Female","12","Male","Black",NA,"50-59","Sedan, 4 door","Silver","other","Unknown",NA,"Adult Intervened",NA,1,1,41.8713,-87.6277
60605,"Attempted Abduction",1261647,"Closed","2016-01-22","08:18","Sexual Assault","Trans Facility","100 E Roosevelt Rd","Chicago","IL","Cook","Chicago (IL) PD","553191","Unknown","Female","Unknown","Male","Black","33",NA,NA,NA,"other","None","TEST STATEMENT - The suspect told the child's mother if she did not listen to his instructions, she would die.","Unknown",NA,1,1,41.8713,-87.6277
60607,"Attempted Abduction",1141866,"Closed","2010-02-24","08:00","Abduct & Release","School - Bus Stop","S Ashland Ave","Chicago","IL","Cook","Chicago (IL) PD","404669","Unknown","Female","15","Male","Black",NA,"25","Van","White","other","Help",NA,"Fought/Broke Free",NA,1,1,41.8721,-87.6578
60607,"Attempted Abduction",1152801,"Closed","2010-07-19","07:00","Attempted Abduction","Street","5900 S Ade Ave","Chicago","IL","Cook","Chicago (IL) PD","416846","Unknown","Female","12","Male","White",NA,"40-43","Van","Red","other","None",NA,"Ran Away",NA,1,1,41.8721,-87.6578
60607,"Attempted Abduction",1316079,"Closed","2017-12-13","07:15","Attempted Abduction","Street","1200 S Ashland Ave","Chicago","IL","Cook","Chicago (IL) PD - 12th District","625881","Unknown","Female","15","Male","Black",NA,"30-35","Sport Utility","Silver","other","Unknown",NA,"Other","Subject fled",1,1,41.8721,-87.6578
60608,"Attempted Abduction",1264466,"Closed","2016-03-10","00:00","Attempted Abduction","School - Bus Stop","2000 W Roosevelt Rd","Chicago","IL","Cook","DuPage County (IL) SO","557257/557467/557468","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","Male","Hispanic","47",NA,NA,NA,"other","Unknown",NA,"Unknown",NA,3,1,41.8515,-87.6694
60608,"Attempted Abduction",1279946,"Closed","2016-10-03","09:00","Attempted Abduction","Street","1000 W 31st St","Chicago","IL","Cook","Chicago (IL) PD - Area Central Detectives","578705","Unknown","Male","10","Male","Black",NA,"Unknown","Van","White","other","Waved",NA,"Unknown",NA,1,1,41.8515,-87.6694
60608,"Attempted Abduction",1218734,"Closed","2013-06-06","00:00","Attempted Abduction","Street","Unknown","Chicago","IL","Cook","Cook Co (IL) SO","490257","Unknown","Male","Unknown","Male","Black","57",NA,NA,NA,"other","None",NA,"Ran Away",NA,1,1,41.8515,-87.6694
60608,"Attempted Abduction",1249573,"Closed","2015-06-03","07:50","Attempted Abduction","Street","2600 W 21st Pl","Chicago","IL","Cook","Chicago (IL) PD - Area Central Bureau","535219","Unknown","Female","14","Male","Hispanic",NA,"30-40","Sedan, 4 door","Tan","other","Unknown",NA,"Ran Away",NA,1,1,41.8515,-87.6694
60609,"Attempted Abduction",1136770,"Closed","2009-11-16","08:30","Sexual Assault","Street","5000 S Loomis Blvd","Chicago","IL","Cook","Chicago (IL) PD","398966","Unknown","Female","16","Male","Black",NA,"25-33",NA,NA,"other","None","TEST STATEMENT - The subject told the child to \Get in\.","Adult Intervened",NA,1,1,41.8097,-87.6533
60609,"Attempted Abduction",1143422,"Closed","2010-03-18","07:00","Suspicious Incident","Street","5400 S Carpenter St","Chicago","IL","Cook","Chicago (IL) PD","406470","Unknown","Female","9","Male","Black",NA,"30-39","Van","Beige","other","Unknown",NA,"Ran Away",NA,1,1,41.8097,-87.6533
60609,"Attempted Abduction",1175960,"Closed","2011-07-07","15:30","Attempted Abduction","Street","2210 W Pershing Rd","Chicago","IL","Cook","Chicago (IL) PD","442729/442730","Unknown/Unknown","Unknown/Unknown","Unknown/Unknown","Male","Black",NA,"20-30",NA,"Red","money",NA,NA,"Ignored/Refused","Ran Away",2,1,41.8097,-87.6533
60609,"Attempted Abduction",1064701,"Closed","2007-01-22","17:30","Exposure","Street","3400 S Oakley Ave","Chicago","IL","Cook","Chicago (IL) PD","318597/340939/340940","Unknown/Unknown/Unknown","Female/Female/Female","Unknown/Unknown/Unknown","Male","White",NA,"38-43","Pickup Truck",NA,"other","None",NA,"Ran Away",NA,3,1,41.8097,-87.6533
60609,"Attempted Abduction",1146272,"Closed","2010-04-15","19:20","Attempted Abduction","Street","5300 S Carpenter St","Chicago","IL","Cook","Chicago (IL) PD","409633","Unknown","Male","6","Male","Black",NA,"30-39","Van",NA,"other","None",NA,"Unknown",NA,1,1,41.8097,-87.6533
60609,"Attempted Abduction",1081109,"Closed","2007-10-02","18:30","Attempted Abduction","Street","4800 S Wood St","Chicago","IL","Cook","Chicago (IL) PD","336336/336338","Unknown/Unknown","Female/Female","4/8","Male","Hispanic",NA,"30-35",NA,NA,"other","None",NA,"Fought/Broke Free",NA,2,1,41.8097,-87.6533
60609,"Attempted Abduction",1157461,"Closed","2010-09-28","17:30","Attempted Abduction","Street","W 51st St & S Oakley Ave","Chicago","IL","Cook","Chicago (IL) PD","422104","Unknown","Female","Unknown","Male/Male","Hispanic/Hispanic",NA,"Unknown/40-50","Sedan, 4 door","Brown","other","None",NA,"Ran Away",NA,1,2,41.8097,-87.6533
60609,"Attempted Abduction",1167898,"Closed","2011-03-10","17:10","Sexual Assault","Street","5100 S Racine Ave","Chicago","IL","Cook","Chicago (IL) PD","433781","Unknown","Female","Unknown","Male","Unknown",NA,"Unknown","Van","White","other","None",NA,"Unknown",NA,1,1,41.8097,-87.6533
60609,"Attempted Abduction",1307390,"Closed","2017-08-31","22:30","Sexual Assault","Street","5000 S May St","Chicago","IL","Cook","Chicago (IL) PD - 9th District","614948","Unknown","Female","12","Male","Hispanic",NA,"35-45","Van","Gray","other","None",NA,"Fought/Broke Free",NA,1,1,41.8097,-87.6533
60609,"Attempted Abduction",1261259,"Closed","2016-01-14","07:50","Sexual Assault","Street","S Paulina St & W 36th St","Chicago","IL","Cook","Chicago (IL) PD - 9th District","552648","Unknown","Female","Unknown","Male","Hispanic",NA,"35-40",NA,NA,"other","None",NA,"Other","Suspect walked away",1,1,41.8097,-87.6533
60612,"Attempted Abduction",1184933,"Closed","2011-11-14","07:19","Abduct & Release","School - Bus Stop","300 N Kedzie Ave","Chicago","IL","Cook","Chicago (IL) PD","452734","Unknown","Female","17","Male","Black",NA,"30-40","Van","Purple","other","None",NA,"Fought/Broke Free",NA,1,1,41.8805,-87.6873
60612,"Attempted Abduction",1315989,"Closed","2017-12-11","15:45","Attempted Abduction","Street","300 N Whipple St","Chicago","IL","Cook","Chicago (IL) PD - 12th District","625766","Unknown","Female","9","Male","Black",NA,"30-39","Sport Utility","White","other","Called Out",NA,"Ignored/Refused","Ran Away",1,1,41.8805,-87.6873
60613,"Attempted Abduction",1139754,"Closed","2010-01-21","17:00","Suspicious Incident","Street","4400 N Ashland Ave","Chicago","IL","Cook","Chicago (IL) PD","402305","Unknown","Female","12","Male","Hispanic","59",NA,"Van","Blue","other","Unknown",NA,"Ran Away",NA,1,1,41.9543,-87.6575
60613,"Attempted Abduction",1156390,"Closed","2010-09-14","18:00","Sexual Assault","Restaurant","3620 N Clark St","Chicago","IL","Cook","Chicago Co (IL) SO","420915","Unknown","Male","8","Male","Black","29",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,41.9543,-87.6575
60613,"Attempted Abduction",1101653,"Closed","2008-05-09","08:15","Attempted Abduction","Street","1700 W Addison St","Chicago","IL","Cook","Chicago (IL) PD","359824","Unknown","Female","14","Male","White",NA,"30-39","Sport Utility","Silver","other","Order/Demand",NA,"Ignored/Refused",NA,1,1,41.9543,-87.6575
60613,"Attempted Abduction",1271802,"Closed","2016-06-02","15:35","Suspicious Incident","Recreational - Other","1060 W Addison St","Chicago","IL","Cook","Chicago (IL) PD","567587","Unknown","Male","12","Male","White","37",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,41.9543,-87.6575
60613,"Attempted Abduction",1309857,"Closed","2017-09-29","16:15","Sexual Assault","Auto / Vehicle","Irving Park Rd","Chicago","IL","Cook","Chicago (IL) PD - 17th District","618129","Unknown","Female","Unknown","Male","Unknown",NA,"50-60",NA,NA,"other","None",NA,"Other","Left the bus",1,1,41.9543,-87.6575
60613,"Attempted Abduction",1316877,"Closed","2017-11-27","06:50","Attempted Abduction","Street","1000 W Montrose Ave","Chicago","IL","Cook","Chicago (IL) PD","626878","Unknown","Female","15","Male","Black",NA,"20-35","Sedan, 4 door","Silver","other","Question",NA,"Ran Away",NA,1,1,41.9543,-87.6575
60613,"Attempted Abduction",1303531,"Closed","2017-07-21","16:15","Suspicious Incident","Restroom","1600 N Lake Shore Dr","Chicago","IL","Cook","Chicago (IL) PD","609848","Unknown","Male","16","Male","White","68",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,41.9543,-87.6575
60613,"Attempted Abduction",1164616,"Closed","2011-01-06","07:19","Attempted Abduction","School - Bus Stop","3900 N Lake Shore Dr","Chicago","IL","Cook","Chicago (IL) PD","430138","Unknown","Female","12","Male","Black",NA,"60-69",NA,NA,"other","Invitation to home",NA,"Ignored/Refused",NA,1,1,41.9543,-87.6575
60614,"Attempted Abduction",1144310,"Closed","2010-03-27","11:45","Suspicious Incident","Street","W Armitage Ave","Chicago","IL","Cook","Chicago (IL) PD","407461","Unknown","Female","12","Male","Unknown",NA,"35-40","Sedan, 2 door","Black","other","None",NA,"Ignored/Refused",NA,1,1,41.9229,-87.6483
60614,"Attempted Abduction",1292592,"Closed","2017-03-27","07:35","Suspicious Incident","Street","900 W Wrightwood Ave","Chicago","IL","Cook","Chicago (IL) PD - District 19","595238","Unknown","Female","13","Male","White",NA,"18-23",NA,NA,"other","Called Out: Conversation",NA,"Ignored/Refused","Called for help on cellphone",1,1,41.9229,-87.6483
60614,"Attempted Abduction",1302844,"Closed","2017-07-16","16:45","Attempted Abduction","Street","1900 N Orchard St","Chicago","IL","Cook","Chicago (IL) PD - 18th District","608900","Unknown","Female","14","Male","Unknown",NA,"34-42","Sport Utility","White","ride",NA,NA,"Ran Away",NA,1,1,41.9229,-87.6483
60614,"Attempted Abduction",1302513,"Closed","2017-07-12","19:10","Suspicious Incident","Street","1300 W Fullerton Ave","Chicago","IL","Cook","Chicago (IL) PD - 18th District - SVU","608472","Unknown","Female","13","Male","Hispanic",NA,"22-30","Sedan, 2 door",NA,"other","Comments",NA,"Ignored/Refused","Ran Away",1,1,41.9229,-87.6483
60614,"Attempted Abduction",1288057,"Closed","2017-01-30","19:00","Attempted Abduction","Street","1500 W Fullerton Ave","Chicago","IL","Cook","Chicago (IL) PD - 18th District","589259/589261","Unknown/Unknown","Female/Female","10/7","Male","Hispanic",NA,"20-30","Van","White","candy/other","Directive/Command",NA,"Ran Away",NA,2,1,41.9229,-87.6483
60614,"Attempted Abduction",1175251,"Closed","2011-07-02","11:00","Attempted Abduction","Beach / Boardwalk","1600 N Lake Shore Dr","Chicago","IL","Cook","Cook Co (IL) SO","441927","Unknown","Male","2","Male","Black","37",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,41.9229,-87.6483
60615,"Attempted Abduction",1109937,"Closed","2008-11-03","16:00","Attempted Abduction","Street","5300 S Hyde Park","Chicago","IL","Cook","Chicago (IL) PD","368971","Unknown","Female","Unknown","Male","Black",NA,"24-25",NA,"Gray","other","None",NA,"Released",NA,1,1,41.8022,-87.6006
60615,"Attempted Abduction",1183583,"Closed","2011-11-09","08:45","Attempted Abduction","Street","5400 S Kenwood Ave","Chicago","IL","Cook","Chicago (IL) PD","451294","Unknown","Female","13","Male","Black",NA,"40-45","Sport Utility","Red","ride",NA,NA,"Ignored/Refused",NA,1,1,41.8022,-87.6006
60615,"Attempted Abduction",1115466,"Closed","2009-02-03","15:45","Attempted Abduction","Street","5215 S Cottage Grove Ave","Chicago","IL","Cook","Chicago (IL) PD","375065/375067","Unknown/Unknown","Female/Male","Unknown/Unknown","Male","Black",NA,"40-50","Sedan, 4 door","Green","other","None",NA,"Unknown",NA,2,1,41.8022,-87.6006
60615,"Attempted Abduction",1291342,"Closed","2017-03-04","07:45","Sexual Assault","Street","5100 Cornell Ave","Chicago","IL","Cook","Chicago (IL) PD - 2nd Dist.","593530","Unknown","Male","Unknown","Male","Black",NA,"30-40",NA,NA,"other","Conversation",NA,"Unknown",NA,1,1,41.8022,-87.6006
60615,"Attempted Abduction",1182924,"Closed","2011-10-25","07:30","Attempted Abduction","Street","5300 S Harper Ave","Chicago","IL","Cook","Chicago (IL) PD","450560","Unknown","Female","15","Male","Black",NA,"30",NA,"Black","ride",NA,NA,"Unknown",NA,1,1,41.8022,-87.6006
60615,"Attempted Abduction",1259828,"Closed","2015-12-15","09:40","Exposure","Street","4700 S Ellis Ave","Chicago","IL","Cook","Chicago (IL) PD - 002nd District","550599","Unknown","Female","Unknown","Male","Black",NA,"35-39","Sedan, 4 door","Black","other","None",NA,"Ran Away",NA,1,1,41.8022,-87.6006
60616,"Attempted Abduction",1291343,"Closed","2017-02-27","16:19","Exposure","Street","500 W 31st St","Chicago","IL","Cook","Chicago (IL) PD - 9th Dist.","593531","Unknown","Female","13","Male","Hispanic",NA,"25-35","Sedan, 4 door","Black","other","Conversation",NA,"Unknown",NA,1,1,41.8426,-87.6306
60616,"Attempted Abduction",1115470,"Closed","2009-01-22","14:39","Attempted Abduction","Street","3100 S Giles Ave","Chicago","IL","Cook","Chicago (IL) PD","375069/375188","Unknown/Unknown","Female/Female","Unknown/Unknown","Male","Hispanic",NA,"30-35","Sedan, 4 door","Gray","ride",NA,NA,"Ignored/Refused",NA,2,1,41.8426,-87.6306
60616,"Attempted Abduction",1256911,"Closed","2015-10-22","18:30","Attempted Abduction","School - Bus Stop","3600 S King Dr","Chicago","IL","Cook","Chicago (IL) PD - 2nd District","546532","Unknown","Female","Unknown","Male","Black",NA,"35-45",NA,"Gray","other","None",NA,"Adult/Child Intervened",NA,1,1,41.8426,-87.6306
60616,"Attempted Abduction",1146384,"Closed","2010-04-26","14:30","Sexual Assault","Street","3500 S Wallace St","Chicago","IL","Cook","Chicago (IL) PD","409772","Unknown","Female","11","Male","Unknown",NA,"30-40",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,41.8426,-87.6306
60616,"Attempted Abduction",1263665,"Closed","2016-03-01","07:00","Attempted Abduction","School - Bus Stop","300 E 35th St","Chicago","IL","Cook","Chicago (IL) PD - 2nd District","556146","Unknown","Female","14","Male","Black",NA,"20-25",NA,"Black","ride",NA,NA,"Fought/Broke Free","Boarded the bus",1,1,41.8426,-87.6306
60617,"Attempted Abduction",1146738,"Closed","2010-03-31","20:18","Attempted Abduction","Street","8500 S Buffalo Ave","Chicago","IL","Cook","Chicago (IL) PD","410185/410187","Unknown/Unknown","Female/Female","10/6","Male","Unknown",NA,"20-30","Van","Black","money/other","Shoes",NA,"Fought/Broke Free","Adult intervened",2,1,41.7257,-87.556
60617,"Attempted Abduction",1294175,"Closed","2017-04-09","17:00","Attempted Abduction","Park","8930 S Muskegon Ave","Chicago","IL","Cook","Chicago (IL) PD - 4th District","597326","Unknown","Unknown","Unknown","Male","Black",NA,"20-30",NA,NA,"other","None",NA,"Fought/Broke Free","Ran Away",1,1,41.7257,-87.556
60617,"Attempted Abduction",1258800,"Closed","2015-11-19","08:16","Attempted Abduction","Street","8800 S Buffalo Ave","Chicago","IL","Cook","Chicago (IL) PD - South Detective Division","549189","Unknown","Female","9","Male","Black",NA,"50-59",NA,NA,"other","None","TEST STATEMENT - The suspect told the child's mother if she did not listen to his instructions, she would die.","Unknown",NA,1,1,41.7257,-87.556
60617,"Attempted Abduction",1235001,"Closed","2014-07-08","12:40","Sexual Assault","Street","E 93rd St & S Cornell Ave","Chicago","IL","Cook","Chicago (IL) PD","513034","Unknown","Female","16","Male","Black",NA,"19-23","Sedan, 4 door","Tan","other","Conversation",NA,"Released",NA,1,1,41.7257,-87.556
60617,"Attempted Abduction",1107946,"Closed","2008-10-10","08:55","Attempted Abduction","Street","8300 S Mackinaw Ave","Chicago","IL","Cook","Chicago (IL) PD","366781","Unknown","Unknown","Unknown","Male","Unknown",NA,"Unknown","Van/Pickup Truck","White/Brown","other","Balloons",NA,"Ran Away",NA,1,1,41.7257,-87.556
60617,"Attempted Abduction",1106410,"Closed","2008-07-05","06:15","Abduct & Release","Street","2100 E 87th St","Chicago","IL","Cook","Chilcao (IL) PD","365086","Unknown","Female","17","Male","Black",NA,"30-40","Sedan, 2 door","Blue, Dark","ride",NA,NA,"Fought/Broke Free",NA,1,1,41.7257,-87.556
60617,"Attempted Abduction",1092851,"Closed","2008-03-31","14:45","Attempted Abduction","Street","10300 S Ewing Ave","Chicago","IL","Cook","Chicago (IL) PD","349972","Unknown","Female","7","Male","White",NA,"Unknown",NA,"White","other","None",NA,"Fought/Broke Free",NA,1,1,41.7257,-87.556
60617,"Attempted Abduction",1125530,"Closed","2009-05-28","17:15","Attempted Abduction","Street","10600 S Ewing Ave","Chicago","IL","Cook","Chicago (IL) PD","386377","Unknown","Female","11","Male","Hispanic",NA,"40-49","Van","Multicolored","other","Unknown",NA,"Ran Away",NA,1,1,41.7257,-87.556
60617,"Attempted Abduction",1143252,"Closed","2010-03-10","07:50","Attempted Abduction","Street","E 85th St","Chicago","IL","Cook","Chicago (IL) PD","406265/406266/406267","Unknown/Unknown/Unknown","Male/Female/Female","12/12/8","Male","Black",NA,"30-38","Sport Utility","Dark","other","Unknown",NA,"Other","Children started shouting",3,1,41.7257,-87.556
60618,"Attempted Abduction",1216926,"Closed","2013-05-22","15:20","Attempted Abduction","School - Facility","3700 N Oakley Ave","Chicago","IL","Cook","Chicago (IL) PD","488084","Unknown","Male","10","Male","Black",NA,"25-35",NA,NA,"ride/other","Parent sent",NA,"Ran Away",NA,1,1,41.9464,-87.7042
60618,"Attempted Abduction",1298549,"Closed","2017-05-26","08:00","Attempted Abduction","Street","4100 N Richmond St","Chicago","IL","Cook","Chicago (IL) PD - 17th District","602995","Unknown","Female","11","Male","White",NA,"20-30","Van","Burgundy","other","Gesture",NA,"Ran Away",NA,1,1,41.9464,-87.7042
60618,"Attempted Abduction",1243483,"Closed","2015-01-20","15:15","Attempted Abduction","Street","3900 N Spaulding Ave","Chicago","IL","Cook","Chicago (IL) PD","525489/525491","Unknown/Unknown","Male/Female","10/8","Male","Hispanic",NA,"Unknown","Sedan, 4 door","Green, Dark","candy/ride",NA,NA,"Ignored/Refused",NA,2,1,41.9464,-87.7042
60618,"Attempted Abduction",1112314,"Closed","2008-11-11","14:30","Abduct & Release","Retail - Food/Conv/Gas","3900 W Wellington Ave - CVS","Chicago","IL","Cook","Chicago (IL) PD","371603","Asian","Female","3","Female","White","44",NA,NA,NA,"other","None","TEST STATEMENT - Subject told child the female restroom was occupied, but she could use the men's room.  Then said, \Hey come here\ when she walked away.","Adult Intervened",NA,1,1,41.9464,-87.7042
60618,"Attempted Abduction",1251543,"Closed","2015-07-13","07:19","Attempted Abduction","Street","3000 N Francisco Ave","Chicago","IL","Cook","Chicago (IL) PD - 14th District","538584/538589","Black/Unknown","Female/Male","15/13","Male","Hispanic",NA,"20-30","Van","White","other","None",NA,"Adult/Child Intervened","Child Screamed",2,1,41.9464,-87.7042
60618,"Attempted Abduction",1140544,"Closed","2010-01-18","13:30","Attempted Abduction","Retail - Food/Conv/Gas","Addison & Pulaski","Chicago","IL","Cook","Chicago (IL) PD","403195","Unknown","Female","15","Male","White",NA,"50-60",NA,NA,"ride/other","Conversation",NA,"Unknown",NA,1,1,41.9464,-87.7042
60618,"Attempted Abduction",1187091,"Closed","2012-01-03","00:00","Attempted Abduction","Street","N Milwaukee Ave & N Drake Ave","Chicago","IL","Cook","Cook Co (IL) SO","455064/455065/455066/455067","Unknown/Unknown/Unknown/Unknown","Unknown/Unknown/Unknown/Unknown","Unknown/Unknown/Unknown/Unknown","Male","White","26",NA,NA,"White","other","Impersonate Police",NA,"Ignored/Refused",NA,4,1,41.9464,-87.7042
60619,"Attempted Abduction",1134904,"Closed","2009-09-15","00:00","Abduct & Release","School - Bus Stop","5335 S Kenwood Ave","Chicago","IL","Cook","Chicago (IL) PD","396866","Unknown","Male","5","Male","Black","67",NA,"Bus","Yellow","other","None",NA,"Released",NA,1,1,41.7458,-87.6054
60619,"Attempted Abduction",1082770,"Closed","2007-10-24","07:48","Attempted Abduction","Street","7800 S Prairie Ave","Chicago","IL","Cook","Chicago (IL) PD","338129","Unknown","Female","6","Male","Black",NA,"25-35",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,41.7458,-87.6054
60619,"Attempted Abduction",1152062,"Closed","2010-07-04","00:00","Sexual Assault","Street","7700 S Drexel Ave","Chicago","IL","Cook","Chicago (IL) PD","416045","Unknown","Female","14","Male","Black",NA,"50-56",NA,NA,"other","None",NA,"Unknown",NA,1,1,41.7458,-87.6054
60619,"Attempted Abduction",1082191,"Closed","2007-08-29","09:15","Attempted Abduction","Street","100 E 79th St","Chicago","IL","Cook","Chicago (IL) PD","337490","Unknown","Female","15","Male","Black",NA,"30-40","Sport Utility","Green","other","Friend of family",NA,"Ran Away",NA,1,1,41.7458,-87.6054
60619,"Attempted Abduction",1145217,"Closed","2010-04-12","09:00","Sexual Assault","Street","9300 S Greenwood Ave","Chicago","IL","Cook","Chicago (IL) PD","408471","Unknown","Female","13","Male","Black",NA,"20-25","Pickup Truck","Black","other","Unknown",NA,"Unknown",NA,1,1,41.7458,-87.6054
60619,"Attempted Abduction",1120148,"Closed","2009-03-16","07:30","Attempted Abduction","School - Bus Stop","1400 E 79th St","Chicago","IL","Cook","Chicago (IL) PD","380288","Unknown","Female","15","Male","Black",NA,"30-39","Sedan, 4 door","Blue, Dark","money",NA,NA,"Ignored/Refused",NA,1,1,41.7458,-87.6054
60619,"Attempted Abduction",1209518,"Closed","2012-12-21","00:00","Sexual Assault","Street","400 E 83rd St","Chicago","IL","Cook","Chicago (IL) PD","479681","Unknown","Female","15","Male/Male/Male/Male","Unknown/Unknown/Black/Black","26/25/22","20","Pickup Truck","Black","other","None",NA,"Released",NA,1,4,41.7458,-87.6054
60619,"Attempted Abduction",1081138,"Closed","2007-06-26","08:30","Attempted Abduction","Home - Residence","9300 S Lyon Ave","Chicago","IL","Cook","Chicago (IL) PD","336371","Unknown","Male","7","Male","Black",NA,"40","Sedan, 4 door","White","other","None",NA,"Fought/Broke Free",NA,1,1,41.7458,-87.6054
60619,"Attempted Abduction",1261266,"Closed","2016-01-07","08:41","Sexual Assault","Other","8700 S Cottage Grove Ave","Chicago","IL","Cook","Chicago (IL) PD - 4th District","552656","Unknown","Male","12","Male","Black",NA,"25-30",NA,NA,"other","None",NA,"Other","Suspect got off the bus",1,1,41.7458,-87.6054
60620,"Attempted Abduction",1147036,"Closed","2010-04-29","20:20","Attempted Abduction","Street","8100 S Lasalle St","Chicago","IL","Cook","Chicago (IL) PD","410522","Unknown","Female","15","Male","Black",NA,"30-39","Van","Blue, Light","other","None",NA,"Ran Away",NA,1,1,41.7411,-87.6543
60620,"Attempted Abduction",1170240,"Closed","2011-04-11","14:10","Attempted Abduction","Street","1700 W 81st St","Chicago","IL","Cook","Chicago (IL) PD","436409","Unknown","Female","8","Male","Black",NA,"Unknown",NA,NA,"other","None",NA,"Adult/Child Intervened","Child screamed",1,1,41.7411,-87.6543
60620,"Attempted Abduction",1167122,"Closed","2011-02-17","09:30","Attempted Abduction","Street","W 95th St & S Elizabeth St","Chicago","IL","Cook","Chicago (IL) PD","432930","Unknown","Female","13","Male","Black",NA,"30-40",NA,"Red","other","None",NA,"Fought/Broke Free",NA,1,1,41.7411,-87.6543
60620,"Attempted Abduction",1144315,"Closed","2010-03-19","03:50","Abduct & Release","Street","7500 S Racine Ave","Chicago","IL","Cook","Chicago (IL) PD","407467","Unknown","Male","15","Male","Black","36",NA,NA,"Blue","other","None",NA,"Fought/Broke Free",NA,1,1,41.7411,-87.6543
60620,"Attempted Abduction",1144314,"Closed","2010-03-18","20:00","Sexual Assault","Street","7500 S Wood St","Chicago","IL","Cook","Chicago (IL) PD","407466","Unknown","Female","15","Male","Black","36",NA,NA,"Blue","other","None",NA,"Unknown",NA,1,1,41.7411,-87.6543
60620,"Attempted Abduction",1310967,"Closed","2017-10-14","07:19","Sexual Assault","Street","8600 S Halsted St","Chicago","IL","Cook","Chicago (IL) PD - 6th District","619548","Unknown","Female","13","Male","Black",NA,"19-25","Sport Utility","Gray","other","None",NA,"Released",NA,1,1,41.7411,-87.6543
60620,"Attempted Abduction",1157457,"Closed","2010-09-08","07:30","Suspicious Incident","Street","8200 S Carpenter Ave","Chicago","IL","Cook","Chicago (IL) PD","422099","Unknown","Female","12","Male","Black",NA,"40-49",NA,NA,"other","None",NA,"Ran Away",NA,1,1,41.7411,-87.6543
60620,"Attempted Abduction",1087437,"Closed","2008-01-07","14:50","Attempted Abduction","Street","1100 W 88th St","Chicago","IL","Cook","Chicago (IL) PD","343715/343716/343717","Unknown/Unknown/Unknown","Female/Female/Female","Unknown/Unknown/Unknown","Male","Black",NA,"27-33","Van","White","other","Unknown",NA,"Ran Away",NA,3,1,41.7411,-87.6543
60620,"Attempted Abduction",1310415,"Closed","2017-10-06","22:06","Exposure","Street","1200 W 79th St","Chicago","IL","Cook","Chicago (IL) PD","618803","Unknown","Female","12","Male","Black","28",NA,NA,NA,"other","None",NA,"None",NA,1,1,41.7411,-87.6543
60620,"Attempted Abduction",1039068,"Closed","2006-01-10","08:00","Sexual Assault","School - Bus Stop","9100 S Halsted St","Chicago","IL","Cook","Chicago (IL) PD","291415","Unknown","Female","14","Male","Black",NA,"Unknown",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,41.7411,-87.6543
60620,"Attempted Abduction",1141864,"Closed","2010-02-24","08:00","Attempted Abduction","Street","W 93rd St & S Loomis St","Chicago","IL","Cook","Chicago (IL) PD","404665","Unknown","Male","10","Male","Unknown",NA,"Unknown","Sedan, 4 door","Black","other","None",NA,"Ran Away",NA,1,1,41.7411,-87.6543
60620,"Attempted Abduction",1142269,"Closed","2010-02-05","15:30","Attempted Abduction","Street","7600 S Sangamon St","Chicago","IL","Cook","Chicago (IL) PD","405108","Unknown","Female","13","Male","Black",NA,"25-35","Sedan, 4 door","Tan","other","Unknown",NA,"Ran Away",NA,1,1,41.7411,-87.6543
60620,"Attempted Abduction",1180244,"Closed","2011-09-08","07:05","Attempted Abduction","School - Bus Stop","8401 S Ashland Ave","Chicago","IL","Cook","Chicago (IL) PD","447571","Unknown","Female","14","Male","Black",NA,"40",NA,"Blue","other","None",NA,"Fought/Broke Free","Ran Away",1,1,41.7411,-87.6543
60620,"Attempted Abduction",1180972,"Closed","2011-09-30","14:45","Attempted Abduction","School - Facility","9300 S Wallace St","Chicago","IL","Cook","Chicago (IL) PD","448372","Unknown","Male","10","Male","Black",NA,"55-65","Van","Brown","other","Called his name",NA,"Adult/Child Intervened",NA,1,1,41.7411,-87.6543
